Time,Weight
1,3.0
2,3.0
3,3.0
4,3.0
5,3.0
6,3.0
7,3.0
8,3.0
9,3.0
10,3.0
11,3.0
12,3.0
13,3.0
14,3.0
15,3.0
16,3.0
17,3.0
18,3.0
19,3.0
20,3.0
21,3.0
22,3.0
23,3.0
24,3.0
25,3.0
26,3.0
27,3.0
28,3.0
29,3.0
30,3.0
31,3.0
32,3.0
33,3.0
34,3.0
35,3.0
36,3.0
37,3.0
38,3.0
39,3.0
40,3.0
41,3.0
42,3.0
43,3.0
44,3.0
45,3.0
46,3.0
47,3.0
48,3.0
49,3.0
50,3.0
51,3.0
52,3.0
53,3.0
54,3.0
55,3.0
56,3.0
57,3.0
58,3.0
59,3.0
60,3.0
61,3.0
62,3.0
63,3.0
64,3.0
65,3.0
66,3.0
67,3.0
68,3.0
69,3.0
70,3.0
71,3.0
72,3.0
73,3.0
74,3.0
75,3.0
76,3.0
77,3.0
78,3.0
79,3.0
80,3.0
81,3.0
82,3.0
83,3.0
84,3.0
85,3.0
86,3.0
87,3.0
88,3.0
89,3.0
90,3.0
91,3.0
92,3.0
93,3.0
94,3.0
95,3.0
96,3.0
97,9.0
98,9.0
99,9.0
100,9.0
101,9.0
102,9.0
103,9.0
104,9.0
105,9.0
106,9.0
107,9.0
108,9.0
109,9.0
110,9.0
111,9.0
112,9.0
113,9.0
114,9.0
115,9.0
116,9.0
117,9.0
118,9.0
119,9.0
120,9.0
121,9.0
122,9.0
123,9.0
124,9.0
125,9.0
126,9.0
127,9.0
128,9.0
129,9.0
130,9.0
131,9.0
132,9.0
133,9.0
134,9.0
135,9.0
136,9.0
137,9.0
138,9.0
139,9.0
140,9.0
141,9.0
142,9.0
143,9.0
144,9.0
145,9.0
146,9.0
147,9.0
148,9.0
149,9.0
150,9.0
151,9.0
152,9.0
153,9.0
154,9.0
155,9.0
156,9.0
157,9.0
158,9.0
159,9.0
160,9.0
161,9.0
162,9.0
163,9.0
164,9.0
165,9.0
166,9.0
167,9.0
168,9.0
169,9.0
170,9.0
171,9.0
172,9.0
173,9.0
174,9.0
175,9.0
176,9.0
177,9.0
178,9.0
179,9.0
180,9.0
181,9.0
182,9.0
183,9.0
184,9.0
185,9.0
186,9.0
187,9.0
188,9.0
189,9.0
190,9.0
191,9.0
192,9.0
193,11.0
194,11.0
195,11.0
196,11.0
197,11.0
198,11.0
199,11.0
200,11.0
201,11.0
202,11.0
203,11.0
204,11.0
205,11.0
206,11.0
207,11.0
208,11.0
209,11.0
210,11.0
211,11.0
212,11.0
213,11.0
214,11.0
215,11.0
216,11.0
217,11.0
218,11.0
219,11.0
220,11.0
221,11.0
222,11.0
223,11.0
224,11.0
225,11.0
226,11.0
227,11.0
228,11.0
229,11.0
230,11.0
231,11.0
232,11.0
233,11.0
234,11.0
235,11.0
236,11.0
237,11.0
238,11.0
239,11.0
240,11.0
241,11.0
242,11.0
243,11.0
244,11.0
245,11.0
246,11.0
247,11.0
248,11.0
249,11.0
250,11.0
251,11.0
252,11.0
253,11.0
254,11.0
255,11.0
256,11.0
257,11.0
258,11.0
259,11.0
260,11.0
261,11.0
262,11.0
263,11.0
264,11.0
265,11.0
266,11.0
267,11.0
268,11.0
269,11.0
270,11.0
271,11.0
272,11.0
273,11.0
274,11.0
275,11.0
276,11.0
277,11.0
278,11.0
279,11.0
280,11.0
281,11.0
282,11.0
283,11.0
284,11.0
285,11.0
286,11.0
287,11.0
288,11.0
289,4.0
290,4.0
291,4.0
292,4.0
293,4.0
294,4.0
295,4.0
296,4.0
297,4.0
298,4.0
299,4.0
300,4.0
301,4.0
302,4.0
303,4.0
304,4.0
305,4.0
306,4.0
307,4.0
308,4.0
309,4.0
310,4.0
311,4.0
312,4.0
313,4.0
314,4.0
315,4.0
316,4.0
317,4.0
318,4.0
319,4.0
320,4.0
321,4.0
322,4.0
323,4.0
324,4.0
325,4.0
326,4.0
327,4.0
328,4.0
329,4.0
330,4.0
331,4.0
332,4.0
333,4.0
334,4.0
335,4.0
336,4.0
337,4.0
338,4.0
339,4.0
340,4.0
341,4.0
342,4.0
343,4.0
344,4.0
